Date,Open,High,Low,Close,Adj Close,Volume
2022-08-10,959.950012,969.000000,950.099976,966.599976,961.854065,1247420
2022-08-11,971.000000,974.900024,955.099976,958.250000,953.545044,1035579
2022-08-12,960.000000,964.500000,950.950012,952.549988,947.873047,653263
2022-08-16,958.000000,981.700012,949.549988,979.099976,974.292664,965828
2022-08-17,981.000000,986.000000,968.250000,970.549988,965.784668,1182141
2022-08-18,971.000000,990.900024,971.000000,974.000000,969.217712,2149414
2022-08-19,981.400024,991.450012,954.549988,958.750000,954.042603,1831816
2022-08-22,953.000000,959.700012,933.599976,936.950012,932.349670,1465242
2022-08-23,930.000000,959.200012,925.000000,955.150024,950.460327,1292054
2022-08-24,959.000000,966.700012,950.500000,959.950012,955.236694,1250754
2022-08-25,964.950012,968.000000,945.900024,949.099976,944.439941,1538844
2022-08-26,958.799988,967.250000,951.549988,954.450012,949.763733,1280541
2022-08-29,935.000000,960.000000,934.500000,957.849976,953.146973,680203
2022-08-30,964.000000,989.750000,962.700012,985.599976,980.760742,1055038
2022-09-01,983.900024,1028.800049,978.000000,1015.099976,1010.115906,3390887
2022-09-02,1022.000000,1037.449951,1019.900024,1025.849976,1020.813110,2684334
2022-09-05,1025.849976,1042.949951,1022.000000,1038.050049,1032.953247,1159599
2022-09-06,1042.849976,1058.900024,1041.750000,1054.550049,1049.372314,2050061
2022-09-07,1048.000000,1062.949951,1038.050049,1041.400024,1036.286865,1263932
2022-09-08,1048.849976,1062.699951,1037.199951,1044.800049,1039.670166,1430694
2022-09-09,1056.000000,1058.699951,1044.349976,1053.800049,1048.625977,1205966
2022-09-12,1059.050049,1071.349976,1047.050049,1050.500000,1045.342163,1677576
2022-09-13,1052.550049,1059.449951,1034.550049,1038.699951,1033.599976,903787
2022-09-14,1031.000000,1049.500000,1024.550049,1037.849976,1032.754150,893907
2022-09-15,1041.800049,1061.750000,1031.400024,1041.550049,1036.436157,1604996
2022-09-16,1040.000000,1043.500000,1012.299988,1024.900024,1019.867859,1601671
2022-09-19,1019.500000,1041.000000,1016.150024,1027.199951,1022.156494,1895834
2022-09-20,1033.500000,1087.949951,1033.500000,1082.150024,1076.836792,3241244
2022-09-21,1076.000000,1094.400024,1066.650024,1068.449951,1063.203979,2001040
2022-09-22,1060.000000,1086.000000,1060.000000,1066.449951,1061.213745,2452415
2022-09-23,1068.000000,1070.599976,1027.000000,1037.550049,1032.455688,1935689
2022-09-26,1034.800049,1034.800049,994.049988,1024.849976,1019.818054,1652899
2022-09-27,1035.000000,1043.000000,1020.750000,1034.849976,1029.768921,1417788
2022-09-28,1024.250000,1041.250000,1017.099976,1021.250000,1016.235718,1241220
2022-09-29,1026.349976,1037.000000,1009.700012,1011.900024,1006.931641,1056799
2022-09-30,1011.000000,1036.150024,984.250000,1032.250000,1027.181763,2086641
2022-10-03,1035.150024,1035.949951,986.549988,995.500000,990.612183,1747293
2022-10-04,1016.599976,1038.800049,1007.049988,1034.900024,1029.818726,1378191
2022-10-06,1039.750000,1082.800049,1037.550049,1074.800049,1069.522827,2710620
2022-10-07,1080.000000,1087.199951,1069.300049,1084.849976,1079.523438,1271663
2022-10-10,1066.400024,1076.650024,1055.400024,1066.650024,1061.412842,1019624
2022-10-11,1070.000000,1070.349976,1048.750000,1055.199951,1050.019043,928746
2022-10-12,1050.400024,1093.199951,1047.199951,1087.699951,1082.359375,1218634
2022-10-13,1087.699951,1096.349976,1066.599976,1077.599976,1072.309082,1370021
2022-10-14,1091.000000,1106.900024,1072.650024,1078.349976,1073.055298,1723553
2022-10-17,1071.000000,1080.800049,1060.000000,1075.050049,1069.771606,966318
2022-10-18,1092.000000,1135.000000,1089.800049,1129.050049,1123.506470,3359533
2022-10-19,1135.000000,1176.900024,1131.849976,1171.449951,1165.698242,3440709
2022-10-20,1156.250000,1165.050049,1132.800049,1142.250000,1136.641602,1988428
2022-10-21,1148.000000,1156.349976,1135.000000,1141.800049,1136.193848,965954
2022-10-24,1154.900024,1154.900024,1142.199951,1146.099976,1140.472656,110280
2022-10-25,1150.099976,1161.449951,1145.550049,1156.949951,1151.269409,952625
2022-10-27,1159.900024,1165.000000,1119.000000,1124.550049,1119.028564,1269462
2022-10-28,1120.000000,1135.550049,1114.250000,1127.150024,1121.615845,885662
2022-10-31,1132.800049,1155.800049,1131.050049,1146.050049,1140.422974,1201542
2022-11-01,1150.000000,1156.000000,1128.750000,1138.000000,1132.412476,1150562
2022-11-02,1140.449951,1143.699951,1111.599976,1115.000000,1109.525391,1142831
2022-11-03,1111.650024,1144.699951,1110.300049,1134.650024,1129.078979,1493565
2022-11-04,1137.000000,1141.550049,1112.000000,1114.150024,1108.679565,1182660
2022-11-07,1115.000000,1122.849976,1081.099976,1112.750000,1107.286499,2256933
2022-11-09,1120.099976,1166.000000,1115.050049,1144.750000,1139.129395,3041336
2022-11-10,1144.699951,1144.699951,1098.050049,1105.949951,1100.519775,2235744
2022-11-11,1138.000000,1142.550049,1100.099976,1107.449951,1102.012451,2217061
2022-11-14,1109.949951,1124.699951,1091.199951,1100.750000,1095.345337,1178046
2022-11-15,1103.000000,1129.949951,1096.750000,1103.199951,1097.783325,1691513
2022-11-16,1105.699951,1136.000000,1104.750000,1118.500000,1113.008301,2034541
2022-11-17,1118.699951,1130.000000,1100.250000,1109.099976,1103.654419,1597488
2022-11-18,1113.000000,1121.150024,1066.000000,1081.849976,1076.538208,2508863
2022-11-21,1070.000000,1079.900024,1045.150024,1048.449951,1043.302124,2657824
2022-11-22,1048.000000,1056.800049,1037.550049,1043.300049,1038.177490,1994682
2022-11-23,1049.400024,1055.400024,1045.650024,1052.000000,1046.834717,1095450
2022-11-24,1057.300049,1058.699951,1043.300049,1052.650024,1047.481567,1035756
2022-11-25,1053.550049,1055.650024,1035.000000,1037.449951,1032.356201,1461816
2022-11-28,1034.599976,1063.000000,1029.000000,1060.500000,1055.292969,2723439
2022-11-29,1053.250000,1059.599976,1037.550049,1039.849976,1034.744385,1325447
2022-11-30,1045.050049,1066.250000,1032.250000,1048.150024,1043.003662,27363975
2022-12-01,1058.849976,1062.949951,1044.000000,1050.000000,1044.844604,1621405
2022-12-02,1050.000000,1053.900024,1031.000000,1048.400024,1043.252441,1040471
2022-12-05,1050.000000,1053.500000,1010.450012,1017.799988,1012.802673,2896073
2022-12-06,1017.000000,1046.400024,1008.099976,1040.949951,1035.838989,1970222
2022-12-07,1041.000000,1047.150024,1019.250000,1025.250000,1020.216064,1319008
2022-12-08,1030.400024,1036.449951,1021.400024,1025.949951,1020.912598,988773
2022-12-09,1034.550049,1041.250000,1023.000000,1036.150024,1031.062622,1253296
2022-12-12,1035.000000,1045.699951,1031.800049,1037.800049,1032.704468,903199
2022-12-13,1043.199951,1047.750000,1032.000000,1036.800049,1031.709473,1040540
2022-12-14,1046.000000,1048.750000,1027.050049,1028.750000,1023.698914,747736
2022-12-15,1028.000000,1052.400024,1024.900024,1039.050049,1033.948364,1711006
2022-12-16,1032.000000,1051.599976,1023.450012,1039.849976,1034.744385,1308612
2022-12-19,1040.000000,1059.400024,1033.900024,1056.099976,1050.914551,1806966
2022-12-20,1054.300049,1071.849976,1046.500000,1056.000000,1050.815063,1747561
2022-12-21,1052.050049,1063.400024,1029.199951,1033.349976,1028.276245,1417265
2022-12-22,1033.300049,1046.400024,1021.400024,1039.099976,1033.998047,1373045
2022-12-23,1027.000000,1033.599976,1006.000000,1010.500000,1005.538513,931666
2022-12-26,1005.500000,1023.150024,997.900024,1015.549988,1010.563721,1043410
2022-12-27,1020.650024,1049.000000,1018.150024,1044.050049,1038.923828,1356572
2022-12-28,1044.949951,1085.400024,1040.300049,1082.699951,1077.383911,2613737
2022-12-29,1077.900024,1135.500000,1071.699951,1101.000000,1095.594116,2629509
2022-12-30,1103.000000,1105.449951,1082.050049,1085.400024,1080.070801,1035831
2023-01-02,1085.000000,1092.800049,1060.000000,1073.050049,1067.781494,913740
2023-01-03,1075.000000,1077.800049,1034.699951,1041.550049,1036.436157,2199825
2023-01-04,1046.800049,1050.500000,1018.000000,1025.050049,1020.017151,1391583
2023-01-05,1029.949951,1031.949951,1014.000000,1030.199951,1025.141724,987083
2023-01-06,1032.000000,1038.949951,1018.549988,1024.500000,1019.469788,873454
2023-01-09,1029.599976,1035.849976,1017.549988,1021.099976,1016.086426,1045256
2023-01-10,1026.250000,1030.650024,1010.000000,1016.299988,1011.309998,1107876
2023-01-11,1022.000000,1026.900024,1011.000000,1014.650024,1009.668152,1194680
2023-01-12,1019.750000,1021.200012,1001.299988,1005.549988,1000.612793,834703
2023-01-13,1010.849976,1010.849976,988.500000,1002.150024,997.229553,1944766
2023-01-16,1002.150024,1009.400024,979.299988,988.700012,983.845581,1237660
2023-01-17,989.049988,1009.000000,977.549988,986.650024,981.805664,3049007
2023-01-18,991.000000,1007.950012,990.799988,1002.049988,997.130005,2202723
2023-01-19,994.150024,1020.750000,994.150024,1014.049988,1009.071045,1285537
2023-01-20,1005.000000,1014.299988,967.549988,969.900024,965.137878,1697151
2023-01-23,968.549988,985.000000,968.549988,981.700012,976.879944,948214
2023-01-24,984.000000,992.900024,970.900024,983.849976,979.019348,1062016
